event_id,ticker,d0_date,gap_pct,entry,exit,stop,entry_price,exit_price,return_gross,exit_reason,eps_surprise_pct,revenue_surprise_pct,release_timing
68,AVGO,2025-12-12,0.081148,C3,X4_D3_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X5_D5_close,A_no_stop,386.05,331.08,-0.142391,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X5_D5_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
100,BABA,2025-05-15,0.066426,E1,X0_D0_close,A_no_stop,129.93,126.16,-0.029016,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X0_D0_close,B_with_stop,129.93,126.16,-0.029016,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X1_D1_open,A_no_stop,129.93,123.3004,-0.051024,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X1_D1_open,B_with_stop,129.93,123.3004,-0.051024,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X2_D1_close,A_no_stop,129.93,123.71,-0.047872,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X2_D1_close,B_with_stop,129.93,123.71,-0.047872,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X3_D2_close,A_no_stop,129.93,118.86,-0.0852,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X3_D2_close,B_with_stop,129.93,118.6993,-0.086437,stop_gap_D2,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X4_D3_close,A_no_stop,129.93,122.03,-0.060802,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X4_D3_close,B_with_stop,129.93,118.6993,-0.086437,stop_gap_D2,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X5_D5_close,A_no_stop,129.93,119.71,-0.078658,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E1,X5_D5_close,B_with_stop,129.93,118.6993,-0.086437,stop_gap_D2,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E2,X0_D0_close,A_no_stop,130.1,126.16,-0.030284,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E2,X0_D0_close,B_with_stop,130.1,126.16,-0.030284,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E2,X1_D1_open,A_no_stop,130.1,123.3004,-0.052264,held,-0.8772,7.8945,BMO
100,BABA,2025-05-15,0.066426,E2,X1_D1_open,B_with_stop,130.1,123.3004,-0.052264,held,-0.8772,7.8945,BMO
